arm,n_train,n_distinct_records,repeat,threshold,test_fp,test_pct_mean
S1_resample,80,20,73,0.6336662690745788,0.3333333333333333,0.8260416666666667
S1_resample,80,19,74,0.6576114074032142,0.0,0.828125
S1_resample,80,19,75,0.6633482302193326,0.3333333333333333,0.8552083333333332
S1_resample,80,20,76,0.6672862234557675,0.3333333333333333,0.8369791666666666
S1_resample,80,20,77,0.707845215097146,0.041666666666666664,0.8333333333333334
S1_resample,80,19,78,0.6949220623709161,0.0,0.828125
S1_resample,80,20,79,0.6872605116764543,0.0,0.8312500000000002
S1_resample,80,20,80,0.7547230215668523,0.041666666666666664,0.8640625000000001
S1_resample,80,20,81,0.6606865418992647,0.3333333333333333,0.8135416666666667
S1_resample,80,20,82,0.6465292269715636,0.4166666666666667,0.8140625
S1_resample,80,20,83,0.658910731751833,0.3333333333333333,0.8416666666666667
S1_resample,80,19,84,0.6760909120842737,0.0,0.8130208333333332
S1_resample,80,19,85,0.6683933254004538,0.375,0.85
S1_resample,80,20,86,0.6754452066071202,0.08333333333333333,0.8348958333333334
S1_resample,80,20,87,0.6236335593734278,0.375,0.8156250000000002
S1_resample,80,20,88,0.6799323493076297,0.0,0.8401041666666668
S1_resample,80,18,89,0.6558150142083853,0.3333333333333333,0.8411458333333334
S1_resample,80,20,90,0.6739020445434986,0.041666666666666664,0.8067708333333333
S1_resample,80,20,91,0.6469749970529969,0.375,0.8088541666666665
S1_resample,80,19,92,0.7063236474321344,0.041666666666666664,0.8255208333333334
S1_resample,80,20,93,0.6718628161053515,0.08333333333333333,0.8010416666666665
S1_resample,80,20,94,0.6842764107640465,0.3333333333333333,0.8458333333333332
S1_resample,80,20,95,0.6714517779357262,0.4166666666666667,0.8270833333333333
S1_resample,80,19,96,0.6809071925286138,0.041666666666666664,0.821875
S1_resample,80,20,97,0.6948175891436427,0.041666666666666664,0.8307291666666666
S1_resample,80,20,98,0.6589039788891213,0.4166666666666667,0.8442708333333334
S1_resample,80,20,99,0.6742092551131272,0.3333333333333333,0.8479166666666668
S1_resample,80,19,100,0.6745001362551017,0.0,0.828125
S1_resample,80,17,101,0.7059962574531786,0.0,0.8307291666666666
S1_resample,80,20,102,0.6948992141150668,0.3333333333333333,0.8484375000000001
S1_resample,80,20,103,0.7040533638311264,0.041666666666666664,0.8416666666666667
S1_resample,80,20,104,0.6811978435465117,0.0,0.8265625
S1_resample,80,20,105,0.6884453349403383,0.0,0.8244791666666668
S1_resample,80,20,106,0.6969518912030112,0.041666666666666664,0.8114583333333334
S1_resample,80,18,107,0.6678615292955239,0.0,0.7979166666666666
S1_resample,80,19,108,0.7381983835601266,0.0,0.8432291666666666
S1_resample,80,20,109,0.6806635359074348,0.375,0.8333333333333334
S1_resample,80,19,110,0.6906709838007347,0.0,0.8182291666666667
S1_resample,80,20,111,0.6755676653066374,0.4166666666666667,0.8447916666666667
S1_resample,80,19,112,0.6727847085049666,0.4166666666666667,0.8453125
S1_resample,80,20,113,0.6470531278065956,0.3333333333333333,0.8265625
S1_resample,80,19,114,0.6583909182632419,0.041666666666666664,0.803125
S1_resample,80,20,115,0.6791697253295838,0.4166666666666667,0.8432291666666668
S1_resample,80,20,116,0.6578154169318997,0.4166666666666667,0.8338541666666667
S1_resample,80,19,117,0.6836375310459893,0.375,0.8390625000000002
S1_resample,80,20,118,0.655264294271575,0.375,0.8255208333333334
S1_resample,80,19,119,0.6927548698178765,0.041666666666666664,0.8489583333333334
S1_resample,80,20,120,0.6745931300244168,0.3333333333333333,0.8390625000000002
S1_resample,80,20,121,0.674110969567735,0.041666666666666664,0.8265625
S1_resample,80,20,122,0.6365872992253201,0.3333333333333333,0.8609375
S1_resample,80,19,123,0.667158396141202,0.041666666666666664,0.8307291666666666
S1_resample,80,17,124,0.6996777190345281,0.0,0.8416666666666667
S1_resample,80,19,125,0.6541044959777543,0.4166666666666667,0.8182291666666667
S1_resample,80,20,126,0.6387960392248683,0.4166666666666667,0.8093749999999998
S1_resample,80,20,127,0.6430699641753719,0.4166666666666667,0.8401041666666668
S1_resample,80,20,128,0.665386808817591,0.0,0.8395833333333332
S1_resample,80,20,129,0.6743076523144301,0.0,0.8239583333333335
S1_resample,80,20,130,0.6768487811439791,0.041666666666666664,0.828125
S1_resample,80,20,131,0.6683336189438223,0.0,0.8046875
S1_resample,80,20,132,0.6290822501968085,0.4583333333333333,0.8255208333333334
S1_resample,80,19,133,0.6496468952496678,0.3333333333333333,0.8197916666666667
S1_resample,80,20,134,0.6466642423058876,0.3333333333333333,0.8052083333333333
S1_resample,80,19,135,0.6752577500179504,0.0,0.8385416666666666
S1_resample,80,20,136,0.72054571854114,0.0,0.8359375
S1_resample,80,20,137,0.6836880446568654,0.041666666666666664,0.8088541666666665
S1_resample,80,19,138,0.647798591900844,0.375,0.80625
S1_resample,80,20,139,0.6378978062803565,0.375,0.8088541666666668
S1_resample,80,20,140,0.6522388724177819,0.3333333333333333,0.8583333333333334
S1_resample,80,19,141,0.6725876392844231,0.3333333333333333,0.8557291666666668
S1_resample,80,20,142,0.6838411817801091,0.375,0.85
S1_resample,80,19,143,0.651479360801971,0.4166666666666667,0.8411458333333334
S1_resample,80,18,144,0.6641569111015216,0.08333333333333333,0.8135416666666666
S1_resample,80,20,145,0.6579586202804282,0.3333333333333333,0.8458333333333333
S1_resample,80,20,146,0.7252433341481457,0.041666666666666664,0.8494791666666667
S1_resample,80,19,147,0.6854038932599079,0.041666666666666664,0.8078125000000002
S1_resample,80,20,148,0.6472610182431788,0.4166666666666667,0.8494791666666668
S1_resample,80,20,149,0.6741374120231636,0.0,0.8187500000000001
S1_resample,96,18,0,0.6636647328007135,0.041666666666666664,0.8259548611111112
S1_resample,96,20,1,0.6438573582039789,0.041666666666666664,0.7708333333333334
S1_resample,96,20,2,0.6614032862616184,0.375,0.8402777777777777
S1_resample,96,20,3,0.6831230269176894,0.041666666666666664,0.8120659722222222
S1_resample,96,20,4,0.6749716149429202,0.041666666666666664,0.8107638888888888
S1_resample,96,20,5,0.6535033525979895,0.4166666666666667,0.8207465277777777
S1_resample,96,20,6,0.672680047002762,0.041666666666666664,0.8042534722222222
S1_resample,96,19,7,0.6808424291829973,0.0,0.84375
S1_resample,96,19,8,0.6162499700426893,0.5,0.830295138888889
S1_resample,96,20,9,0.6871525199667053,0.4166666666666667,0.8454861111111112
S1_resample,96,20,10,0.6821592873502513,0.4166666666666667,0.8433159722222223
S1_resample,96,20,11,0.6605543573636724,0.4166666666666667,0.8276909722222222
S1_resample,96,19,12,0.6625761211660394,0.4166666666666667,0.8346354166666666
S1_resample,96,20,13,0.6551230537505763,0.041666666666666664,0.8528645833333334
S1_resample,96,20,14,0.6464224705997789,0.4583333333333333,0.83203125
S1_resample,96,20,15,0.6404161818931157,0.4583333333333333,0.8229166666666666
S1_resample,96,20,16,0.6765106089363179,0.3333333333333333,0.8480902777777777
S1_resample,96,19,17,0.670671490297213,0.0,0.8151041666666666
S1_resample,96,19,18,0.6825376549365423,0.0,0.8433159722222222
S1_resample,96,20,19,0.6869686096496201,0.3333333333333333,0.8372395833333334
S1_resample,96,20,20,0.6728809768148263,0.08333333333333333,0.8046875
S1_resample,96,20,21,0.6793763730265714,0.0,0.8346354166666666
S1_resample,96,20,22,0.7168311145046915,0.041666666666666664,0.8407118055555557
S1_resample,96,19,23,0.6759063862416931,0.3333333333333333,0.8389756944444445
S1_resample,96,20,24,0.6851002946986363,0.3333333333333333,0.8246527777777777
S1_resample,96,20,25,0.6918553449904591,0.3333333333333333,0.8502604166666666
S1_resample,96,19,26,0.6770118621565427,0.0,0.8385416666666666
S1_resample,96,20,27,0.6772883194955307,0.08333333333333333,0.8372395833333334
S1_resample,96,20,28,0.6769212177327246,0.3333333333333333,0.8350694444444443
S1_resample,96,20,29,0.6596931630937817,0.0,0.8467881944444443
S1_resample,96,20,30,0.7047433235625927,0.0,0.8637152777777778
S1_resample,96,20,31,0.6523680094332188,0.3333333333333333,0.8446180555555557
S1_resample,96,20,32,0.7142929438235474,0.0,0.849826388888889
S1_resample,96,20,33,0.6804305800720517,0.0,0.841579861111111
S1_resample,96,20,34,0.659177111137031,0.4166666666666667,0.826388888888889
S1_resample,96,20,35,0.6600383321868504,0.3333333333333333,0.8333333333333334
S1_resample,96,20,36,0.687870677193319,0.0,0.8311631944444443
S1_resample,96,20,37,0.6799534857325437,0.4166666666666667,0.8480902777777778
S1_resample,96,20,38,0.6947294952940937,0.0,0.8424479166666666
S1_resample,96,20,39,0.6956197314933046,0.0,0.8424479166666666
S1_resample,96,20,40,0.6635945587478317,0.3333333333333333,0.8515625
S1_resample,96,20,41,0.6789528083723388,0.041666666666666664,0.8155381944444443
S1_resample,96,20,42,0.6826579648307279,0.0,0.8268229166666666
S1_resample,96,20,43,0.655762166963332,0.08333333333333333,0.8055555555555555
S1_resample,96,20,44,0.6613818019013713,0.3333333333333333,0.861111111111111
S1_resample,96,20,45,0.6523981017945204,0.375,0.80859375
S1_resample,96,20,46,0.6946988839819974,0.08333333333333333,0.8342013888888888
S1_resample,96,20,47,0.6894360560030814,0.0,0.8480902777777777
S1_resample,96,20,48,0.6645039098690941,0.3333333333333333,0.8381076388888888
S1_resample,96,20,49,0.666403302189066,0.0,0.8363715277777778
S1_resample,96,20,50,0.6759280172407915,0.3333333333333333,0.8567708333333334
S1_resample,96,20,51,0.6729093662049904,0.0,0.7934027777777777
S1_resample,96,20,52,0.6402218850297434,0.3333333333333333,0.8181423611111112
S1_resample,96,20,53,0.6682705575050923,0.041666666666666664,0.8207465277777777
S1_resample,96,20,54,0.6303772439859754,0.041666666666666664,0.7973090277777777
S1_resample,96,20,55,0.6905367961704125,0.0,0.8394097222222223
S1_resample,96,20,56,0.6959192453492132,0.0,0.8407118055555555
S1_resample,96,20,57,0.679476184144209,0.3333333333333333,0.8480902777777778
S1_resample,96,20,58,0.6702043891593109,0.375,0.833767361111111
S1_resample,96,20,59,0.6491352689599794,0.375,0.8155381944444445
S1_resample,96,19,60,0.6194397440767738,0.5,0.8394097222222222
S1_resample,96,20,61,0.6799172637936975,0.0,0.8090277777777777
S1_resample,96,20,62,0.6897740983324255,0.0,0.8203125
S1_resample,96,19,63,0.668324714175741,0.0,0.8480902777777777
S1_resample,96,19,64,0.6628004889643904,0.375,0.8233506944444445
S1_resample,96,20,65,0.6590024396639614,0.041666666666666664,0.8190104166666666
S1_resample,96,20,66,0.6502670929348179,0.3333333333333333,0.8784722222222222
S1_resample,96,20,67,0.6549164446363971,0.3333333333333333,0.83984375
S1_resample,96,20,68,0.6516231089751929,0.3333333333333333,0.8081597222222222
S1_resample,96,20,69,0.6587397673055608,0.4166666666666667,0.81640625
S1_resample,96,19,70,0.7051003244270462,0.041666666666666664,0.8311631944444445
S1_resample,96,19,71,0.6467546198305832,0.3333333333333333,0.8107638888888888
S1_resample,96,20,72,0.6758304405303268,0.4166666666666667,0.8402777777777777
S1_resample,96,19,73,0.6804297040264274,0.08333333333333333,0.8259548611111112
S1_resample,96,20,74,0.6657545701505251,0.041666666666666664,0.7864583333333334
S1_resample,96,20,75,0.6566385636488333,0.4166666666666667,0.8420138888888888
S1_resample,96,20,76,0.6954493108149895,0.041666666666666664,0.8519965277777777
S1_resample,96,20,77,0.6812638441629832,0.0,0.814236111111111
S1_resample,96,20,78,0.6398234005600864,0.4166666666666667,0.8328993055555555
S1_resample,96,20,79,0.6874795982749072,0.0,0.829861111111111
S1_resample,96,20,80,0.645772563713967,0.4166666666666667,0.828125
S1_resample,96,20,81,0.673732999886114,0.0,0.814670138888889
S1_resample,96,20,82,0.6954146570749938,0.0,0.8450520833333334
S1_resample,96,20,83,0.6807006441829583,0.041666666666666664,0.8211805555555557
S1_resample,96,20,84,0.6384746933411563,0.08333333333333333,0.8125
S1_resample,96,20,85,0.6757800979737716,0.3333333333333333,0.8541666666666666
S1_resample,96,20,86,0.6416054653147701,0.08333333333333333,0.806857638888889
S1_resample,96,20,87,0.6745006896192391,0.3333333333333333,0.842013888888889
S1_resample,96,20,88,0.6506588028385518,0.3333333333333333,0.8250868055555555
S1_resample,96,20,89,0.6796059585643903,0.0,0.8463541666666666
S1_resample,96,20,90,0.6647637984740076,0.3333333333333333,0.8190104166666666
S1_resample,96,19,91,0.6759253814914167,0.041666666666666664,0.8237847222222222
S1_resample,96,18,92,0.6821447519133305,0.0,0.8181423611111112
S1_resample,96,20,93,0.6768118837213207,0.3333333333333333,0.8289930555555555
S1_resample,96,20,94,0.6615870128911617,0.0,0.8220486111111112
S1_resample,96,20,95,0.6215400932953444,0.4166666666666667,0.8255208333333334
S1_resample,96,20,96,0.6606496065943548,0.08333333333333333,0.8346354166666666
S1_resample,96,20,97,0.6552034913903695,0.3333333333333333,0.830295138888889
S1_resample,96,20,98,0.6851326075667724,0.0,0.8276909722222222
S1_resample,96,20,99,0.680309200077639,0.0,0.8472222222222223
S1_resample,96,20,100,0.6455016875449544,0.3333333333333333,0.7990451388888888
S1_resample,96,20,101,0.6637925448401172,0.3333333333333333,0.8428819444444443
S1_resample,96,20,102,0.6324690045749692,0.4166666666666667,0.8125
S1_resample,96,19,103,0.7124139206323686,0.0,0.853732638888889
S1_resample,96,19,104,0.7145829204972236,0.0,0.8072916666666666
S1_resample,96,20,105,0.664350148339496,0.4166666666666667,0.8589409722222222
S1_resample,96,19,106,0.6860083489031489,0.0,0.8198784722222222
S1_resample,96,20,107,0.6451772173077672,0.4166666666666667,0.8307291666666666
S1_resample,96,20,108,0.6993631745363558,0.0,0.8407118055555555
S1_resample,96,20,109,0.6834292000525428,0.375,0.8394097222222222
S1_resample,96,20,110,0.665864399771462,0.08333333333333333,0.828125
S1_resample,96,19,111,0.675524864661543,0.0,0.8172743055555557
S1_resample,96,19,112,0.6817704740614726,0.0,0.822048611111111
S1_resample,96,20,113,0.6921809193662015,0.041666666666666664,0.8051215277777777
S1_resample,96,20,114,0.6619814126866544,0.4166666666666667,0.8402777777777778
S1_resample,96,20,115,0.6490870907023659,0.3333333333333333,0.8042534722222222
S1_resample,96,20,116,0.6565494142461614,0.3333333333333333,0.833767361111111
S1_resample,96,20,117,0.6695385349424119,0.4166666666666667,0.8307291666666666
S1_resample,96,20,118,0.6617017055368511,0.3333333333333333,0.838107638888889
S1_resample,96,19,119,0.657795297170274,0.041666666666666664,0.8081597222222222
S1_resample,96,19,120,0.6661449771145985,0.08333333333333333,0.8355034722222222
S1_resample,96,20,121,0.6845866285225201,0.041666666666666664,0.8268229166666666
S1_resample,96,20,122,0.6552694523498922,0.4166666666666667,0.8168402777777777
S1_resample,96,20,123,0.657353061524945,0.4166666666666667,0.8394097222222222
S1_resample,96,20,124,0.6917907140345396,0.041666666666666664,0.7960069444444443
S1_resample,96,20,125,0.6823372999076893,0.4166666666666667,0.8355034722222223
S1_resample,96,20,126,0.6541017659736139,0.3333333333333333,0.8194444444444443
S1_resample,96,19,127,0.6642559676761167,0.3333333333333333,0.8402777777777777
S1_resample,96,20,128,0.6579514186071549,0.4166666666666667,0.8307291666666666
S1_resample,96,20,129,0.6626728191657604,0.3333333333333333,0.8289930555555557
S1_resample,96,20,130,0.6830342418377704,0.0,0.8307291666666666
S1_resample,96,20,131,0.6924223534301114,0.0,0.8168402777777777
S1_resample,96,20,132,0.6744579749462893,0.3333333333333333,0.8467881944444445
S1_resample,96,20,133,0.7304092519037826,0.041666666666666664,0.8467881944444443
S1_resample,96,20,134,0.6677073479062653,0.3333333333333333,0.8250868055555555
S1_resample,96,20,135,0.6730087411710661,0.0,0.85546875
S1_resample,96,20,136,0.6360931208056128,0.375,0.8246527777777777
S1_resample,96,20,137,0.6485565622672276,0.375,0.8155381944444445
S1_resample,96,20,138,0.6606305388935167,0.4166666666666667,0.8216145833333334
S1_resample,96,20,139,0.6483339333040347,0.4166666666666667,0.8246527777777777
S1_resample,96,20,140,0.642565592061484,0.4166666666666667,0.8211805555555557
S1_resample,96,20,141,0.6914920318257698,0.0,0.8059895833333334
S1_resample,96,20,142,0.6928421256519414,0.0,0.8459201388888888
S1_resample,96,20,143,0.6616749580041252,0.041666666666666664,0.8055555555555557
S1_resample,96,20,144,0.6737086430755643,0.4166666666666667,0.85546875
S1_resample,96,19,145,0.6862985020778972,0.0,0.8311631944444445
S1_resample,96,20,146,0.6445311371272474,0.375,0.8480902777777778
S1_resample,96,20,147,0.6731684887430066,0.3333333333333333,0.8307291666666666
S1_resample,96,20,148,0.6501986656760379,0.3333333333333333,0.8298611111111112
S1_resample,96,20,149,0.6590455233455154,0.375,0.802951388888889
S2_new_records,5,5,0,0.5,0.0,1.0
S2_new_records,5,5,1,0.5,0.0,1.0
S2_new_records,5,5,2,0.5,0.0,1.0
S2_new_records,5,5,3,0.5,0.0,1.0
S2_new_records,5,5,4,0.5,0.0,1.0
S2_new_records,5,5,5,0.5,0.0,1.0
S2_new_records,5,5,6,0.5,0.0,1.0
S2_new_records,5,5,7,0.5,0.0,1.0
S2_new_records,5,5,8,0.5,0.0,1.0
S2_new_records,5,5,9,0.5,0.0,1.0
S2_new_records,5,5,10,0.5,0.0,1.0
S2_new_records,5,5,11,0.5,0.0,1.0
S2_new_records,5,5,12,0.5,0.0,1.0
S2_new_records,5,5,13,0.5,0.0,1.0
S2_new_records,5,5,14,0.5,0.0,1.0
S2_new_records,5,5,15,0.5,0.0,1.0
S2_new_records,5,5,16,0.5,0.0,1.0
S2_new_records,5,5,17,0.5,0.0,1.0
S2_new_records,5,5,18,0.5,0.0,1.0
S2_new_records,5,5,19,0.5,0.0,1.0
S2_new_records,5,5,20,0.5,0.0,1.0
S2_new_records,5,5,21,0.5,0.0,1.0
S2_new_records,5,5,22,0.5,0.0,1.0
S2_new_records,5,5,23,0.5,0.0,1.0
S2_new_records,5,5,24,0.5,0.0,1.0
S2_new_records,5,5,25,0.5,0.0,1.0
S2_new_records,5,5,26,0.5,0.0,1.0
S2_new_records,5,5,27,0.5,0.0,1.0
S2_new_records,5,5,28,0.5,0.0,1.0
S2_new_records,5,5,29,0.5,0.0,1.0
S2_new_records,5,5,30,0.5,0.0,1.0
S2_new_records,5,5,31,0.5,0.0,1.0
S2_new_records,5,5,32,0.5,0.0,1.0
S2_new_records,5,5,33,0.5,0.0,1.0
S2_new_records,5,5,34,0.5,0.0,1.0
S2_new_records,5,5,35,0.5,0.0,1.0
S2_new_records,5,5,36,0.5,0.0,1.0
S2_new_records,5,5,37,0.5,0.0,1.0
S2_new_records,5,5,38,0.5,0.0,1.0
S2_new_records,5,5,39,0.5,0.0,1.0
S2_new_records,5,5,40,0.5,0.0,1.0
S2_new_records,5,5,41,0.5,0.0,1.0
S2_new_records,5,5,42,0.5,0.0,1.0
S2_new_records,5,5,43,0.5,0.0,1.0
S2_new_records,5,5,44,0.5,0.0,1.0
S2_new_records,5,5,45,0.5,0.0,1.0
S2_new_records,5,5,46,0.5,0.0,1.0
S2_new_records,5,5,47,0.5,0.0,1.0
S2_new_records,5,5,48,0.5,0.0,1.0
S2_new_records,5,5,49,0.5,0.0,1.0
S2_new_records,5,5,50,0.5,0.0,1.0
S2_new_records,5,5,51,0.5,0.0,1.0
S2_new_records,5,5,52,0.5,0.0,1.0
S2_new_records,5,5,53,0.5,0.0,1.0
S2_new_records,5,5,54,0.5,0.0,1.0
S2_new_records,5,5,55,0.5,0.0,1.0
S2_new_records,5,5,56,0.5,0.0,1.0
S2_new_records,5,5,57,0.5,0.0,1.0
S2_new_records,5,5,58,0.5,0.0,1.0
S2_new_records,5,5,59,0.5,0.0,1.0
S2_new_records,5,5,60,0.5,0.0,1.0
S2_new_records,5,5,61,0.5,0.0,1.0
S2_new_records,5,5,62,0.5,0.0,1.0
S2_new_records,5,5,63,0.5,0.0,1.0
S2_new_records,5,5,64,0.5,0.0,1.0
S2_new_records,5,5,65,0.5,0.0,1.0
S2_new_records,5,5,66,0.5,0.0,1.0
S2_new_records,5,5,67,0.5,0.0,1.0
S2_new_records,5,5,68,0.5,0.0,1.0
S2_new_records,5,5,69,0.5,0.0,1.0
S2_new_records,5,5,70,0.5,0.0,1.0
S2_new_records,5,5,71,0.5,0.0,1.0
S2_new_records,5,5,72,0.5,0.0,1.0
S2_new_records,5,5,73,0.5,0.0,1.0
S2_new_records,5,5,74,0.5,0.0,1.0
S2_new_records,5,5,75,0.5,0.0,1.0
S2_new_records,5,5,76,0.5,0.0,1.0
S2_new_records,5,5,77,0.5,0.0,1.0
S2_new_records,5,5,78,0.5,0.0,1.0
S2_new_records,5,5,79,0.5,0.0,1.0
S2_new_records,5,5,80,0.5,0.0,1.0
S2_new_records,5,5,81,0.5,0.0,1.0
S2_new_records,5,5,82,0.5,0.0,1.0
S2_new_records,5,5,83,0.5,0.0,1.0
S2_new_records,5,5,84,0.5,0.0,1.0
S2_new_records,5,5,85,0.5,0.0,1.0
S2_new_records,5,5,86,0.5,0.0,1.0
S2_new_records,5,5,87,0.5,0.0,1.0
S2_new_records,5,5,88,0.5,0.0,1.0
S2_new_records,5,5,89,0.5,0.0,1.0
S2_new_records,5,5,90,0.5,0.0,1.0
S2_new_records,5,5,91,0.5,0.0,1.0
S2_new_records,5,5,92,0.5,0.0,1.0
S2_new_records,5,5,93,0.5,0.0,1.0
S2_new_records,5,5,94,0.5,0.0,1.0
S2_new_records,5,5,95,0.5,0.0,1.0
S2_new_records,5,5,96,0.5,0.0,1.0
S2_new_records,5,5,97,0.5,0.0,1.0
S2_new_records,5,5,98,0.5,0.0,1.0
S2_new_records,5,5,99,0.5,0.0,1.0
S2_new_records,5,5,100,0.5,0.0,1.0
S2_new_records,5,5,101,0.5,0.0,1.0
S2_new_records,5,5,102,0.5,0.0,1.0
S2_new_records,5,5,103,0.5,0.0,1.0
S2_new_records,5,5,104,0.5,0.0,1.0
S2_new_records,5,5,105,0.5,0.0,1.0
S2_new_records,5,5,106,0.5,0.0,1.0
S2_new_records,5,5,107,0.5,0.0,1.0
S2_new_records,5,5,108,0.5,0.0,1.0
S2_new_records,5,5,109,0.5,0.0,1.0
S2_new_records,5,5,110,0.5,0.0,1.0
S2_new_records,5,5,111,0.5,0.0,1.0
S2_new_records,5,5,112,0.5,0.0,1.0
S2_new_records,5,5,113,0.5,0.0,1.0
S2_new_records,5,5,114,0.5,0.0,1.0
S2_new_records,5,5,115,0.5,0.0,1.0
S2_new_records,5,5,116,0.5,0.0,1.0
S2_new_records,5,5,117,0.5,0.0,1.0
S2_new_records,5,5,118,0.5,0.0,1.0
S2_new_records,5,5,119,0.5,0.0,1.0
S2_new_records,5,5,120,0.5,0.0,1.0
S2_new_records,5,5,121,0.5,0.0,1.0
S2_new_records,5,5,122,0.5,0.0,1.0
S2_new_records,5,5,123,0.5,0.0,1.0
S2_new_records,5,5,124,0.5,0.0,1.0
S2_new_records,5,5,125,0.5,0.0,1.0
S2_new_records,5,5,126,0.5,0.0,1.0
S2_new_records,5,5,127,0.5,0.0,1.0
S2_new_records,5,5,128,0.5,0.0,1.0
S2_new_records,5,5,129,0.5,0.0,1.0
S2_new_records,5,5,130,0.5,0.0,1.0
S2_new_records,5,5,131,0.5,0.0,1.0
S2_new_records,5,5,132,0.5,0.0,1.0
S2_new_records,5,5,133,0.5,0.0,1.0
S2_new_records,5,5,134,0.5,0.0,1.0
S2_new_records,5,5,135,0.5,0.0,1.0
S2_new_records,5,5,136,0.5,0.0,1.0
S2_new_records,5,5,137,0.5,0.0,1.0
S2_new_records,5,5,138,0.5,0.0,1.0
S2_new_records,5,5,139,0.5,0.0,1.0
S2_new_records,5,5,140,0.5,0.0,1.0
S2_new_records,5,5,141,0.5,0.0,1.0
S2_new_records,5,5,142,0.5,0.0,1.0
S2_new_records,5,5,143,0.5,0.0,1.0
S2_new_records,5,5,144,0.5,0.0,1.0
S2_new_records,5,5,145,0.5,0.0,1.0
S2_new_records,5,5,146,0.5,0.0,1.0
S2_new_records,5,5,147,0.5,0.0,1.0
S2_new_records,5,5,148,0.5,0.0,1.0
S2_new_records,5,5,149,0.5,0.0,1.0
S2_new_records,10,10,0,0.5887838803299767,0.041666666666666664,0.6041666666666666
S2_new_records,10,10,1,0.5442752951063375,0.041666666666666664,0.5916666666666667
S2_new_records,10,10,2,0.573015979781988,0.08333333333333333,0.6708333333333334
S2_new_records,10,10,3,0.5978165396995027,0.20833333333333334,0.5708333333333334
S2_new_records,10,10,4,0.5733327565444138,0.08333333333333333,0.5583333333333333
S2_new_records,10,10,5,0.5381847590811337,0.0,0.5583333333333333
S2_new_records,10,10,6,0.5179545813402125,0.125,0.6791666666666667
S2_new_records,10,10,7,0.56027395631684,0.0,0.6333333333333333
S2_new_records,10,10,8,0.5349943434443042,0.0,0.5458333333333334
S2_new_records,10,10,9,0.5581458801165015,0.0,0.5125000000000001
S2_new_records,10,10,10,0.5806903633638403,0.0,0.5750000000000001
S2_new_records,10,10,11,0.523591378579661,0.0,0.4333333333333333
S2_new_records,10,10,12,0.5988738880095824,0.041666666666666664,0.6291666666666668
S2_new_records,10,10,13,0.56064527513927,0.041666666666666664,0.5291666666666667
S2_new_records,10,10,14,0.5656776924160797,0.041666666666666664,0.5666666666666668
S2_new_records,10,10,15,0.5563023635896066,0.0,0.6
S2_new_records,10,10,16,0.5722550455484013,0.041666666666666664,0.5583333333333333
S2_new_records,10,10,17,0.5172523693614466,0.0,0.5583333333333333
S2_new_records,10,10,18,0.5152207268087857,0.08333333333333333,0.5875
S2_new_records,10,10,19,0.552504300740333,0.125,0.5499999999999999
S2_new_records,10,10,20,0.5646110394246313,0.125,0.5625
S2_new_records,10,10,21,0.5349698939920337,0.041666666666666664,0.5166666666666667
S2_new_records,10,10,22,0.5750979127168188,0.0,0.5499999999999999
S2_new_records,10,10,23,0.5312360304327378,0.0,0.5541666666666667
S2_new_records,10,10,24,0.549458044639205,0.125,0.6541666666666667
S2_new_records,10,10,25,0.593002547476454,0.041666666666666664,0.5750000000000001
S2_new_records,10,10,26,0.5289589048420974,0.0,0.6416666666666667
S2_new_records,10,10,27,0.5842529416533004,0.08333333333333333,0.5708333333333333
S2_new_records,10,10,28,0.5341981452965857,0.0,0.5958333333333332
S2_new_records,10,10,29,0.5272144646701209,0.0,0.4875
S2_new_records,10,10,30,0.5482798995927078,0.0,0.4625000000000001
S2_new_records,10,10,31,0.5852352221007104,0.125,0.5750000000000001
S2_new_records,10,10,32,0.5461944449667729,0.041666666666666664,0.65
S2_new_records,10,10,33,0.524184622701837,0.20833333333333334,0.6541666666666667
S2_new_records,10,10,34,0.6021923797866766,0.0,0.5666666666666667
S2_new_records,10,10,35,0.5395659945246649,0.125,0.5625
S2_new_records,10,10,36,0.5235217218662418,0.08333333333333333,0.5916666666666667
S2_new_records,10,10,37,0.5633248496498612,0.0,0.6083333333333333
S2_new_records,10,10,38,0.5796343044415097,0.16666666666666666,0.5541666666666667
S2_new_records,10,10,39,0.5978307208976367,0.041666666666666664,0.6625
S2_new_records,10,10,40,0.5811249098953318,0.0,0.5291666666666667
S2_new_records,10,10,41,0.5646496310750143,0.375,0.6333333333333333
S2_new_records,10,10,42,0.5330331990587462,0.0,0.5666666666666667
S2_new_records,10,10,43,0.5592488542169772,0.0,0.5833333333333334
S2_new_records,10,10,44,0.5167062048196066,0.0,0.375
S2_new_records,10,10,45,0.5356779817027602,0.0,0.5958333333333333
S2_new_records,10,10,46,0.5121604855189389,0.041666666666666664,0.525
S2_new_records,10,10,47,0.6023730806567341,0.041666666666666664,0.5791666666666666
S2_new_records,10,10,48,0.5262576342074319,0.041666666666666664,0.6166666666666666
S2_new_records,10,10,49,0.5379782820933878,0.0,0.5541666666666667
S2_new_records,10,10,50,0.5561627969116413,0.08333333333333333,0.5625
S2_new_records,10,10,51,0.5891238676934016,0.041666666666666664,0.6124999999999999
S2_new_records,10,10,52,0.5654525666139885,0.16666666666666666,0.6083333333333334
