arm,n_train,n_distinct_records,repeat,threshold,test_fp,test_pct_mean
S1_resample,20,13,140,0.6639755172840753,0.041666666666666664,0.75
S1_resample,20,12,141,0.5933099134393749,0.375,0.7979166666666666
S1_resample,20,12,142,0.6196953277875065,0.0,0.7083333333333334
S1_resample,20,13,143,0.632257953816121,0.3333333333333333,0.7624999999999998
S1_resample,20,11,144,0.6959373585809991,0.0,0.74375
S1_resample,20,10,145,0.6651835551813514,0.0,0.7270833333333334
S1_resample,20,12,146,0.6836103601557892,0.0,0.75
S1_resample,20,13,147,0.5690803437467806,0.4583333333333333,0.7937500000000001
S1_resample,20,11,148,0.6842042266965485,0.0,0.7562500000000001
S1_resample,20,12,149,0.6749663600096527,0.0,0.7937500000000001
S1_resample,40,18,0,0.635963550845281,0.0,0.7541666666666668
S1_resample,40,17,1,0.6558736514030393,0.0,0.8041666666666666
S1_resample,40,19,2,0.6394548027087342,0.375,0.7624999999999998
S1_resample,40,16,3,0.6152393279773591,0.4166666666666667,0.7791666666666668
S1_resample,40,18,4,0.655229287332181,0.375,0.796875
S1_resample,40,16,5,0.6731884117189659,0.0,0.7604166666666666
S1_resample,40,19,6,0.6655637676975331,0.375,0.8062499999999999
S1_resample,40,17,7,0.6390517335888929,0.041666666666666664,0.7927083333333332
S1_resample,40,17,8,0.6165949846576553,0.4166666666666667,0.790625
S1_resample,40,17,9,0.7068399599862673,0.041666666666666664,0.796875
S1_resample,40,15,10,0.6538878710941649,0.041666666666666664,0.7531249999999999
S1_resample,40,18,11,0.6510409886291506,0.08333333333333333,0.7802083333333334
S1_resample,40,16,12,0.6669373043044293,0.0,0.7843750000000002
S1_resample,40,18,13,0.7006237472858291,0.041666666666666664,0.8114583333333334
S1_resample,40,17,14,0.6830242120168741,0.0,0.7854166666666668
S1_resample,40,18,15,0.6378249477012061,0.4166666666666667,0.8250000000000001
S1_resample,40,17,16,0.7053150973186997,0.041666666666666664,0.7979166666666667
S1_resample,40,17,17,0.6835172763425318,0.0,0.8156249999999999
S1_resample,40,19,18,0.6615037098726064,0.375,0.8020833333333334
S1_resample,40,18,19,0.6554929386069612,0.4166666666666667,0.8354166666666667
S1_resample,40,17,20,0.6449101154141235,0.3333333333333333,0.828125
S1_resample,40,17,21,0.6854008875966573,0.0,0.7937500000000001
S1_resample,40,15,22,0.6885324225688925,0.0,0.8395833333333332
S1_resample,40,17,23,0.649107665150223,0.4166666666666667,0.8177083333333334
S1_resample,40,18,24,0.7154704557785158,0.0,0.7989583333333332
S1_resample,40,18,25,0.6580594423883416,0.08333333333333333,0.7875
S1_resample,40,17,26,0.6861645178463768,0.041666666666666664,0.78125
S1_resample,40,17,27,0.6484793881319272,0.0,0.7708333333333334
S1_resample,40,19,28,0.5931275433401587,0.4583333333333333,0.7895833333333333
S1_resample,40,17,29,0.684448913258464,0.0,0.78125
S1_resample,40,15,30,0.6747055906778509,0.041666666666666664,0.7947916666666667
S1_resample,40,18,31,0.6903627999150777,0.041666666666666664,0.8093749999999998
S1_resample,40,17,32,0.7042999700143926,0.0,0.8406250000000001
S1_resample,40,16,33,0.642082712398982,0.3333333333333333,0.765625
S1_resample,40,18,34,0.6745964775399687,0.0,0.7770833333333332
S1_resample,40,16,35,0.7447359606612396,0.0,0.8510416666666667
S1_resample,40,16,36,0.6690915889821663,0.0,0.80625
S1_resample,40,18,37,0.7275922121159202,0.041666666666666664,0.8135416666666666
S1_resample,40,17,38,0.7022387394634358,0.041666666666666664,0.7937500000000001
S1_resample,40,18,39,0.6950871269207367,0.041666666666666664,0.7729166666666667
S1_resample,40,17,40,0.6078271390136774,0.375,0.8020833333333334
S1_resample,40,16,41,0.6657291400555287,0.041666666666666664,0.8052083333333332
S1_resample,40,19,42,0.6589664630627875,0.4166666666666667,0.8052083333333332
S1_resample,40,16,43,0.6737378020256373,0.3333333333333333,0.8093750000000001
S1_resample,40,18,44,0.6611637053614422,0.041666666666666664,0.7854166666666668
S1_resample,40,19,45,0.6521129067984869,0.375,0.8135416666666666
S1_resample,40,18,46,0.6714365705186993,0.08333333333333333,0.7843749999999999
S1_resample,40,17,47,0.6681723236137715,0.041666666666666664,0.7927083333333332
S1_resample,40,18,48,0.7304121446803782,0.0,0.8208333333333334
S1_resample,40,19,49,0.7305996929005475,0.0,0.8083333333333332
S1_resample,40,17,50,0.685363239657237,0.0,0.7822916666666666
S1_resample,40,20,51,0.6842961746642332,0.041666666666666664,0.7791666666666667
S1_resample,40,18,52,0.6263882047982606,0.4166666666666667,0.7885416666666667
S1_resample,40,20,53,0.6720831686816123,0.4166666666666667,0.7999999999999999
S1_resample,40,17,54,0.751885319878377,0.0,0.8510416666666667
S1_resample,40,17,55,0.7105091094965067,0.0,0.7875
S1_resample,40,18,56,0.6989123534242954,0.0,0.8270833333333334
S1_resample,40,18,57,0.658212998893619,0.3333333333333333,0.7916666666666666
S1_resample,40,17,58,0.6233938015027223,0.4166666666666667,0.7958333333333334
S1_resample,40,16,59,0.7463328197597393,0.041666666666666664,0.8510416666666667
S1_resample,40,18,60,0.6681000412153284,0.041666666666666664,0.7427083333333333
S1_resample,40,17,61,0.6671977169857816,0.041666666666666664,0.8135416666666666
S1_resample,40,17,62,0.685168082149002,0.041666666666666664,0.7739583333333333
S1_resample,40,18,63,0.6255943558976943,0.4166666666666667,0.7802083333333334
S1_resample,40,18,64,0.6200523752772023,0.375,0.7781250000000001
S1_resample,40,17,65,0.6819455551117071,0.041666666666666664,0.775
S1_resample,40,18,66,0.6897716165472684,0.0,0.7822916666666666
S1_resample,40,18,67,0.7238391737598846,0.0,0.834375
S1_resample,40,19,68,0.6710681272979045,0.041666666666666664,0.7770833333333335
S1_resample,40,19,69,0.687199427551509,0.041666666666666664,0.7708333333333334
S1_resample,40,18,70,0.6601233598961996,0.041666666666666664,0.8125
S1_resample,40,18,71,0.7296024021360961,0.0,0.8197916666666667
S1_resample,40,16,72,0.7428780668657724,0.041666666666666664,0.8489583333333335
S1_resample,40,18,73,0.6781133265115806,0.041666666666666664,0.7708333333333334
S1_resample,40,17,74,0.7095239926317961,0.0,0.834375
S1_resample,40,18,75,0.6840709100760584,0.041666666666666664,0.7781249999999998
S1_resample,40,19,76,0.7175639816701919,0.041666666666666664,0.80625
S1_resample,40,18,77,0.6389095699896329,0.3333333333333333,0.8125
S1_resample,40,17,78,0.6875989962661226,0.041666666666666664,0.7843749999999999
S1_resample,40,18,79,0.690820944851788,0.0,0.771875
S1_resample,40,18,80,0.6855823167760526,0.0,0.7697916666666665
S1_resample,40,17,81,0.6751717059813684,0.0,0.7885416666666667
S1_resample,40,16,82,0.6999667916852953,0.0,0.7708333333333334
S1_resample,40,17,83,0.6219956575635786,0.375,0.7885416666666666
S1_resample,40,18,84,0.6470056990284775,0.0,0.7854166666666668
S1_resample,40,18,85,0.7214734356029889,0.041666666666666664,0.8343750000000001
S1_resample,40,17,86,0.6274176081642928,0.4166666666666667,0.8270833333333334
S1_resample,40,14,87,0.6268158378207415,0.0,0.7833333333333332
S1_resample,40,17,88,0.6545477421088407,0.3333333333333333,0.7947916666666668
S1_resample,40,15,89,0.7120810730457569,0.041666666666666664,0.7947916666666667
S1_resample,40,18,90,0.6619190431699803,0.0,0.8083333333333332
S1_resample,40,17,91,0.6886931742059528,0.041666666666666664,0.7843750000000002
S1_resample,40,16,92,0.654048971253081,0.3333333333333333,0.84375
S1_resample,40,20,93,0.6667420250864051,0.375,0.8156249999999999
S1_resample,40,16,94,0.6271231730710342,0.4166666666666667,0.7822916666666666
S1_resample,40,17,95,0.6489765704249806,0.0,0.8458333333333333
S1_resample,40,18,96,0.6725536882356985,0.0,0.7583333333333333
S1_resample,40,19,97,0.6818965116031014,0.041666666666666664,0.7749999999999999
S1_resample,40,18,98,0.6770962526559943,0.08333333333333333,0.8291666666666666
S1_resample,40,18,99,0.6721719640253604,0.041666666666666664,0.8041666666666666
S1_resample,40,18,100,0.6797704537180461,0.041666666666666664,0.7729166666666667
S1_resample,40,17,101,0.6893710413279991,0.041666666666666664,0.7947916666666667
S1_resample,40,14,102,0.6923639826799046,0.0,0.7802083333333333
S1_resample,40,19,103,0.6534236400981279,0.375,0.8145833333333333
S1_resample,40,20,104,0.6401178907814538,0.4166666666666667,0.7979166666666666
S1_resample,40,18,105,0.6437132168219478,0.3333333333333333,0.7875
S1_resample,40,16,106,0.7009249691735858,0.041666666666666664,0.81875
S1_resample,40,15,107,0.6815707998103345,0.041666666666666664,0.7572916666666666
S1_resample,40,16,108,0.7182412523244001,0.041666666666666664,0.8302083333333332
S1_resample,40,16,109,0.6757466194222722,0.0,0.7885416666666666
S1_resample,40,18,110,0.6301430546659986,0.3333333333333333,0.7687499999999999
S1_resample,40,18,111,0.6311529776480613,0.375,0.7864583333333334
S1_resample,40,18,112,0.7182695285840351,0.041666666666666664,0.8177083333333334
S1_resample,40,18,113,0.6488181744912206,0.375,0.8135416666666666
S1_resample,40,18,114,0.666117740636031,0.0,0.790625
S1_resample,40,17,115,0.673684028474224,0.0,0.8197916666666666
S1_resample,40,15,116,0.6953536475653248,0.0,0.7937499999999998
S1_resample,40,16,117,0.6998098199635543,0.041666666666666664,0.8010416666666668
S1_resample,40,17,118,0.7022590486556682,0.0,0.8177083333333334
S1_resample,40,16,119,0.6496032984929545,0.041666666666666664,0.7697916666666668
S1_resample,40,20,120,0.7215990441498894,0.041666666666666664,0.8333333333333334
S1_resample,40,18,121,0.6935605814040935,0.0,0.7979166666666666
S1_resample,40,17,122,0.6580333830925673,0.4166666666666667,0.8156249999999999
S1_resample,40,16,123,0.7601553016290513,0.0,0.8468750000000002
S1_resample,40,16,124,0.6590714806524031,0.041666666666666664,0.7395833333333334
S1_resample,40,15,125,0.6936911540138991,0.0,0.8249999999999998
S1_resample,40,18,126,0.6616954773753866,0.0,0.7677083333333332
S1_resample,40,17,127,0.6611168833858607,0.041666666666666664,0.7989583333333333
S1_resample,40,18,128,0.7269750222298835,0.0,0.8104166666666668
S1_resample,40,17,129,0.6906498734484006,0.0,0.7635416666666667
S1_resample,40,15,130,0.6548840722999307,0.0,0.7583333333333333
S1_resample,40,17,131,0.7390043736776144,0.0,0.8333333333333334
S1_resample,40,16,132,0.665429682614264,0.041666666666666664,0.803125
S1_resample,40,19,133,0.7326648014038724,0.041666666666666664,0.8166666666666668
S1_resample,40,16,134,0.7248988516296043,0.0,0.8072916666666666
S1_resample,40,19,135,0.6340686638952084,0.041666666666666664,0.75
S1_resample,40,16,136,0.6687557292218531,0.0,0.8312500000000002
S1_resample,40,14,137,0.6474618640869508,0.0,0.7520833333333332
S1_resample,40,20,138,0.6828889512736235,0.041666666666666664,0.7760416666666666
S1_resample,40,15,139,0.6707233868111515,0.0,0.7770833333333332
S1_resample,40,16,140,0.6947320704246338,0.0,0.7614583333333332
S1_resample,40,18,141,0.6827365354726714,0.0,0.7937500000000001
S1_resample,40,19,142,0.6624292131109243,0.0,0.7645833333333334
S1_resample,40,19,143,0.6768553418098576,0.041666666666666664,0.771875
S1_resample,40,19,144,0.6397761041472404,0.4166666666666667,0.8083333333333332
S1_resample,40,17,145,0.727599336079406,0.041666666666666664,0.84375
S1_resample,40,15,146,0.6480689850854626,0.0,0.771875
S1_resample,40,18,147,0.7233597559770641,0.041666666666666664,0.8250000000000001
S1_resample,40,19,148,0.6396929319000894,0.4166666666666667,0.8270833333333334
S1_resample,40,16,149,0.735350528525956,0.0,0.8250000000000002
S1_resample,60,19,0,0.681741680841847,0.0,0.8361111111111111
S1_resample,60,18,1,0.7225616144684389,0.0,0.8270833333333333
S1_resample,60,20,2,0.7043705723971534,0.041666666666666664,0.8215277777777779
S1_resample,60,20,3,0.6579333837620495,0.375,0.8006944444444445
S1_resample,60,20,4,0.6741554597704751,0.375,0.8409722222222221
S1_resample,60,20,5,0.6574267002456036,0.0,0.8055555555555557
S1_resample,60,20,6,0.6648669936054133,0.4166666666666667,0.8375
S1_resample,60,19,7,0.6577577208017406,0.4166666666666667,0.8256944444444444
S1_resample,60,17,8,0.6491994653205323,0.4166666666666667,0.7951388888888888
S1_resample,60,20,9,0.644527041402143,0.4166666666666667,0.8340277777777777
S1_resample,60,20,10,0.6598726663498419,0.041666666666666664,0.7722222222222223
S1_resample,60,20,11,0.6521852430522141,0.041666666666666664,0.7986111111111112
S1_resample,60,19,12,0.6697664466337931,0.08333333333333333,0.7937499999999998
S1_resample,60,18,13,0.6570488960164412,0.041666666666666664,0.8069444444444445
S1_resample,60,19,14,0.6825864060435416,0.041666666666666664,0.7895833333333334
S1_resample,60,19,15,0.6436605237097069,0.375,0.8222222222222223
S1_resample,60,19,16,0.6633752558826016,0.041666666666666664,0.7909722222222223
S1_resample,60,20,17,0.6806973630577966,0.041666666666666664,0.7944444444444444
S1_resample,60,20,18,0.6514095082592471,0.4166666666666667,0.7999999999999999
S1_resample,60,19,19,0.6691772431536637,0.3333333333333333,0.8159722222222222
S1_resample,60,19,20,0.6660700877900672,0.4166666666666667,0.8597222222222222
S1_resample,60,20,21,0.6638546185881711,0.08333333333333333,0.7923611111111112
S1_resample,60,19,22,0.6459725787414957,0.041666666666666664,0.7965277777777778
S1_resample,60,20,23,0.6835040291556802,0.0,0.8229166666666666
S1_resample,60,17,24,0.6850875472913578,0.0,0.8395833333333332
S1_resample,60,20,25,0.6393503084526311,0.4166666666666667,0.8076388888888889
S1_resample,60,20,26,0.6543683880900357,0.4166666666666667,0.8131944444444444
S1_resample,60,19,27,0.666615860657868,0.0,0.8069444444444445
S1_resample,60,18,28,0.6940316822525323,0.0,0.8423611111111112
S1_resample,60,18,29,0.6460493696290752,0.4166666666666667,0.8326388888888889
S1_resample,60,20,30,0.6884226544771962,0.0,0.8173611111111111
S1_resample,60,19,31,0.662987369610341,0.375,0.8298611111111112
S1_resample,60,19,32,0.6605277626674747,0.3333333333333333,0.8159722222222222
S1_resample,60,19,33,0.6819318787296965,0.0,0.7888888888888891
S1_resample,60,19,34,0.6206282908806892,0.4166666666666667,0.8083333333333332
S1_resample,60,19,35,0.6593140046439624,0.3333333333333333,0.8166666666666668
S1_resample,60,19,36,0.6673365276575206,0.08333333333333333,0.8013888888888889
S1_resample,60,18,37,0.680231554647573,0.0,0.8159722222222222
S1_resample,60,20,38,0.6990631084089945,0.041666666666666664,0.8159722222222223
S1_resample,60,20,39,0.7043401134078257,0.041666666666666664,0.81875
S1_resample,60,20,40,0.6662372174469935,0.3333333333333333,0.8229166666666666
S1_resample,60,19,41,0.6437443454343477,0.4166666666666667,0.7868055555555555
S1_resample,60,19,42,0.6405334988660072,0.375,0.8618055555555556
S1_resample,60,20,43,0.6433943865213714,0.375,0.8270833333333334
S1_resample,60,19,44,0.672718963429545,0.0,0.8013888888888889
S1_resample,60,18,45,0.6376815374720967,0.08333333333333333,0.8048611111111112
S1_resample,60,18,46,0.6628567842335231,0.3333333333333333,0.8097222222222222
S1_resample,60,16,47,0.7621117742581355,0.0,0.8520833333333332
S1_resample,60,19,48,0.7175305015480028,0.0,0.8131944444444444
S1_resample,60,20,49,0.6636976339048303,0.375,0.8166666666666668
S1_resample,60,20,50,0.6645039903268186,0.3333333333333333,0.7965277777777778
S1_resample,60,19,51,0.6530806821194369,0.3333333333333333,0.8430555555555556
S1_resample,60,20,52,0.6563450830144939,0.041666666666666664,0.8131944444444444
S1_resample,60,19,53,0.693973828655436,0.0,0.8222222222222223
S1_resample,60,17,54,0.6495989772905582,0.08333333333333333,0.7868055555555555
S1_resample,60,19,55,0.6893202656542634,0.08333333333333333,0.8416666666666667
S1_resample,60,20,56,0.6919431146341124,0.0,0.8312500000000002
S1_resample,60,19,57,0.7066737432033277,0.0,0.8187500000000001
S1_resample,60,19,58,0.6696230076400602,0.4166666666666667,0.826388888888889
S1_resample,60,19,59,0.6817104366362752,0.0,0.8305555555555556
S1_resample,60,19,60,0.6551693595661594,0.3333333333333333,0.8069444444444445
S1_resample,60,19,61,0.630293112023059,0.3333333333333333,0.7756944444444445
S1_resample,60,19,62,0.6833020259207158,0.041666666666666664,0.8173611111111111
S1_resample,60,18,63,0.663545105793016,0.375,0.8104166666666668
S1_resample,60,19,64,0.6690472535652118,0.0,0.7729166666666666
S1_resample,60,19,65,0.6542054726730441,0.4166666666666667,0.8208333333333333
S1_resample,60,20,66,0.6511555348099407,0.4166666666666667,0.8284722222222222
S1_resample,60,20,67,0.6958738400040236,0.0,0.8194444444444443
S1_resample,60,19,68,0.6800587808758201,0.0,0.7958333333333333
S1_resample,60,19,69,0.6977533943464008,0.0,0.8201388888888888
S1_resample,60,19,70,0.7209240936585886,0.041666666666666664,0.8236111111111111
S1_resample,60,18,71,0.6837175436320911,0.08333333333333333,0.7902777777777777
S1_resample,60,19,72,0.6563819761735384,0.375,0.8090277777777778
S1_resample,60,19,73,0.6976775015333879,0.0,0.7958333333333334
S1_resample,60,20,74,0.6182381103902189,0.4583333333333333,0.8611111111111112
S1_resample,60,20,75,0.6793616000759116,0.041666666666666664,0.8076388888888889
S1_resample,60,18,76,0.6608572368730129,0.08333333333333333,0.8118055555555556
S1_resample,60,18,77,0.6708208932006593,0.3333333333333333,0.8041666666666667
S1_resample,60,19,78,0.7437960872376166,0.041666666666666664,0.829861111111111
S1_resample,60,19,79,0.6367623600424417,0.3333333333333333,0.8243055555555555
S1_resample,60,20,80,0.6840596586909996,0.0,0.8194444444444443
S1_resample,60,20,81,0.6613704464674507,0.4166666666666667,0.8027777777777777
S1_resample,60,20,82,0.6382348824586506,0.4166666666666667,0.8006944444444445
S1_resample,60,19,83,0.6723365809976576,0.375,0.8361111111111112
S1_resample,60,19,84,0.6630446040800749,0.041666666666666664,0.7944444444444443
S1_resample,60,19,85,0.6794555109734167,0.0,0.8173611111111111
S1_resample,60,19,86,0.6578571597941086,0.4166666666666667,0.8166666666666665
S1_resample,60,19,87,0.6797549850103618,0.0,0.8465277777777778
S1_resample,60,19,88,0.6692088712248987,0.0,0.7965277777777778
S1_resample,60,19,89,0.7024373996392673,0.0,0.8208333333333334
S1_resample,60,19,90,0.6648963275161365,0.0,0.8055555555555557
S1_resample,60,20,91,0.6518027062520118,0.375,0.8173611111111111
S1_resample,60,19,92,0.6450680983550453,0.4166666666666667,0.8173611111111111
S1_resample,60,20,93,0.7004771906545684,0.041666666666666664,0.8159722222222223
S1_resample,60,19,94,0.6501293275433444,0.4166666666666667,0.7888888888888891
S1_resample,60,20,95,0.6712953814059357,0.3333333333333333,0.8375
S1_resample,60,19,96,0.6540722081965255,0.4166666666666667,0.8131944444444444
S1_resample,60,19,97,0.6428599028852244,0.4166666666666667,0.8034722222222221
S1_resample,60,19,98,0.6519757135673824,0.375,0.8180555555555555
S1_resample,60,19,99,0.7083465839609235,0.0,0.8104166666666668
S1_resample,60,19,100,0.6172201355136361,0.4166666666666667,0.8263888888888888
S1_resample,60,20,101,0.6521474141578872,0.08333333333333333,0.8083333333333332
S1_resample,60,19,102,0.7030229836593542,0.0,0.8215277777777779
S1_resample,60,19,103,0.6705300066078469,0.041666666666666664,0.8138888888888888
S1_resample,60,20,104,0.6723841687151957,0.4166666666666667,0.8222222222222223
S1_resample,60,20,105,0.6737992529911883,0.3333333333333333,0.8305555555555556
S1_resample,60,18,106,0.6910759118795148,0.041666666666666664,0.8055555555555555
S1_resample,60,20,107,0.6389756844933208,0.4166666666666667,0.8180555555555555
S1_resample,60,19,108,0.6561287997909974,0.3333333333333333,0.8020833333333334
S1_resample,60,20,109,0.6618980435026307,0.3333333333333333,0.8006944444444444
S1_resample,60,18,110,0.7036986236596345,0.0,0.8354166666666667
S1_resample,60,20,111,0.6431777422475043,0.4166666666666667,0.8027777777777777
S1_resample,60,20,112,0.6805696571097666,0.041666666666666664,0.8006944444444445
S1_resample,60,19,113,0.663819883899209,0.4166666666666667,0.8256944444444444
S1_resample,60,18,114,0.6844390245517284,0.3333333333333333,0.8152777777777777
S1_resample,60,20,115,0.6914141412444857,0.041666666666666664,0.8166666666666668
S1_resample,60,19,116,0.6618224559807186,0.4166666666666667,0.8368055555555555
S1_resample,60,17,117,0.6390097345264185,0.4166666666666667,0.8013888888888889
S1_resample,60,19,118,0.6493239129861778,0.3333333333333333,0.8069444444444445
S1_resample,60,18,119,0.6999263512853979,0.0,0.8368055555555557
S1_resample,60,18,120,0.6938321695962603,0.0,0.8194444444444445
S1_resample,60,19,121,0.6718618492965082,0.0,0.7972222222222222
S1_resample,60,20,122,0.6287559209555861,0.3333333333333333,0.8249999999999998
S1_resample,60,20,123,0.6425249659802524,0.4166666666666667,0.7965277777777778
S1_resample,60,20,124,0.7061497794577296,0.041666666666666664,0.8319444444444445
S1_resample,60,18,125,0.6775222015747953,0.041666666666666664,0.8270833333333334
S1_resample,60,18,126,0.6413353057763503,0.3333333333333333,0.7944444444444444
S1_resample,60,19,127,0.6782299430541405,0.041666666666666664,0.8159722222222223
S1_resample,60,19,128,0.6218731792352206,0.4166666666666667,0.7930555555555555
S1_resample,60,20,129,0.6960326208381561,0.0,0.8277777777777778
S1_resample,60,19,130,0.6738751504444175,0.3333333333333333,0.8166666666666668
S1_resample,60,20,131,0.6751017450424873,0.3333333333333333,0.8201388888888889
S1_resample,60,18,132,0.6783527448563716,0.3333333333333333,0.8305555555555556
S1_resample,60,19,133,0.7328120269183891,0.0,0.8111111111111112
S1_resample,60,19,134,0.6931944193896753,0.041666666666666664,0.8236111111111111
S1_resample,60,19,135,0.7202414376867747,0.041666666666666664,0.8319444444444445
S1_resample,60,20,136,0.6325499430899502,0.4166666666666667,0.8243055555555555
S1_resample,60,19,137,0.6349196622298011,0.3333333333333333,0.7916666666666666
S1_resample,60,20,138,0.6923541643202101,0.0,0.8097222222222222
S1_resample,60,19,139,0.6464584977209479,0.4166666666666667,0.8111111111111112
S1_resample,60,18,140,0.6619918270530042,0.3333333333333333,0.8229166666666666
S1_resample,60,20,141,0.6552126371160466,0.4166666666666667,0.7958333333333334
S1_resample,60,20,142,0.6732775755673225,0.0,0.8243055555555556
S1_resample,60,20,143,0.710272321816341,0.041666666666666664,0.8118055555555556
S1_resample,60,20,144,0.6683437953787281,0.3333333333333333,0.813888888888889
S1_resample,60,20,145,0.6812119369259547,0.041666666666666664,0.8020833333333334
S1_resample,60,20,146,0.6883692281684719,0.0,0.8215277777777779
S1_resample,60,19,147,0.6772008774448239,0.041666666666666664,0.826388888888889
S1_resample,60,19,148,0.724647247590302,0.0,0.8430555555555556
S1_resample,60,20,149,0.6452217172535456,0.4166666666666667,0.7958333333333334
S1_resample,80,20,0,0.6460782279810662,0.375,0.8463541666666666
S1_resample,80,20,1,0.6304329756932764,0.4166666666666667,0.8052083333333334
S1_resample,80,20,2,0.6818418692902402,0.0,0.8416666666666667
S1_resample,80,20,3,0.6633612402316277,0.3333333333333333,0.8515625
S1_resample,80,19,4,0.7173220945848596,0.0,0.8286458333333334
S1_resample,80,20,5,0.6610835397592061,0.3333333333333333,0.8239583333333332
S1_resample,80,19,6,0.639536616342553,0.4166666666666667,0.8177083333333334
S1_resample,80,20,7,0.6529422025007701,0.3333333333333333,0.8135416666666666
S1_resample,80,20,8,0.7105947719354642,0.0,0.8255208333333334
S1_resample,80,19,9,0.6651431775948065,0.3333333333333333,0.8161458333333332
S1_resample,80,20,10,0.6566666892726143,0.4166666666666667,0.8249999999999998
S1_resample,80,20,11,0.6795566231982965,0.0,0.8078124999999998
S1_resample,80,19,12,0.6393146168343514,0.3333333333333333,0.8041666666666666
S1_resample,80,20,13,0.6597131934344852,0.4166666666666667,0.8270833333333334
S1_resample,80,20,14,0.6903220835173688,0.041666666666666664,0.8197916666666667
S1_resample,80,20,15,0.6611532953757757,0.041666666666666664,0.8427083333333334
S1_resample,80,19,16,0.6850855464288734,0.0,0.8255208333333334
S1_resample,80,20,17,0.6668719657524599,0.3333333333333333,0.8447916666666666
S1_resample,80,18,18,0.6992194355794925,0.0,0.8427083333333334
S1_resample,80,20,19,0.6874011043760826,0.08333333333333333,0.8406250000000002
S1_resample,80,19,20,0.6957085401609262,0.0,0.8291666666666666
S1_resample,80,19,21,0.6669703094541833,0.08333333333333333,0.8401041666666668
S1_resample,80,20,22,0.6878277978352794,0.3333333333333333,0.8296875
S1_resample,80,20,23,0.6792277667679096,0.0,0.8302083333333333
S1_resample,80,19,24,0.6874711398685246,0.0,0.8395833333333335
S1_resample,80,20,25,0.689857772558429,0.0,0.8416666666666668
S1_resample,80,20,26,0.6324568880481327,0.5,0.8604166666666666
S1_resample,80,20,27,0.6629749529220686,0.375,0.8270833333333334
S1_resample,80,20,28,0.6472945192428149,0.4166666666666667,0.8302083333333332
S1_resample,80,20,29,0.6722253685567005,0.4166666666666667,0.8333333333333334
S1_resample,80,20,30,0.6729988587800217,0.375,0.8192708333333334
S1_resample,80,20,31,0.659536788842885,0.0,0.8276041666666666
S1_resample,80,20,32,0.6822271278341087,0.0,0.8348958333333334
S1_resample,80,19,33,0.6821257372112112,0.3333333333333333,0.8468749999999999
S1_resample,80,20,34,0.6746237245260038,0.041666666666666664,0.8203125
S1_resample,80,20,35,0.6890907795993527,0.0,0.8213541666666667
S1_resample,80,20,36,0.6811077751462719,0.0,0.8151041666666666
S1_resample,80,20,37,0.6675361415983624,0.3333333333333333,0.834375
S1_resample,80,20,38,0.6666599924649604,0.041666666666666664,0.7963541666666666
S1_resample,80,20,39,0.6612652710315657,0.4166666666666667,0.8364583333333333
S1_resample,80,20,40,0.6910661632920346,0.375,0.8328125000000001
S1_resample,80,20,41,0.6789367852192281,0.3333333333333333,0.8229166666666666
S1_resample,80,20,42,0.6490966299565406,0.4166666666666667,0.8052083333333334
S1_resample,80,20,43,0.682738642795322,0.041666666666666664,0.8250000000000001
S1_resample,80,20,44,0.6629648988035098,0.375,0.828125
S1_resample,80,18,45,0.6705040621426729,0.0,0.8161458333333332
S1_resample,80,20,46,0.6653057930998875,0.041666666666666664,0.7864583333333334
S1_resample,80,20,47,0.6749535381972498,0.0,0.821875
S1_resample,80,20,48,0.6689407254186356,0.0,0.8317708333333335
S1_resample,80,19,49,0.6981536611350355,0.0,0.8223958333333332
S1_resample,80,19,50,0.6561229855492827,0.4166666666666667,0.8234374999999999
S1_resample,80,20,51,0.6548206582661239,0.3333333333333333,0.8255208333333334
S1_resample,80,20,52,0.7173438683680622,0.041666666666666664,0.8583333333333334
S1_resample,80,20,53,0.6621111104185156,0.4166666666666667,0.8156250000000002
S1_resample,80,20,54,0.6677845095932924,0.3333333333333333,0.834375
S1_resample,80,20,55,0.6676505919835148,0.3333333333333333,0.8484375000000001
S1_resample,80,19,56,0.689364878658185,0.3333333333333333,0.8390624999999999
S1_resample,80,18,57,0.679422821097636,0.041666666666666664,0.8223958333333332
S1_resample,80,20,58,0.7084963750712138,0.041666666666666664,0.8630208333333332
S1_resample,80,19,59,0.6474201462741681,0.4166666666666667,0.8182291666666667
S1_resample,80,20,60,0.6984524830824017,0.0,0.8635416666666668
S1_resample,80,20,61,0.6402464016101328,0.3333333333333333,0.8223958333333332
S1_resample,80,20,62,0.6995436829588281,0.0,0.8510416666666666
S1_resample,80,19,63,0.65038914593069,0.3333333333333333,0.8369791666666667
S1_resample,80,20,64,0.649509130622241,0.4166666666666667,0.8119791666666667
S1_resample,80,19,65,0.633018602435298,0.4166666666666667,0.8005208333333335
S1_resample,80,20,66,0.6645851185752035,0.3333333333333333,0.828125
S1_resample,80,19,67,0.6831188386265523,0.0,0.8161458333333332
S1_resample,80,19,68,0.7068294222463969,0.0,0.8244791666666668
S1_resample,80,19,69,0.6420127408275343,0.375,0.7989583333333335
S1_resample,80,20,70,0.6718821045009478,0.041666666666666664,0.790625
S1_resample,80,20,71,0.6826647815482451,0.08333333333333333,0.8322916666666668
S1_resample,80,20,72,0.6780437721523686,0.3333333333333333,0.8447916666666666
