dataset,run,window_sec,held_out,feature_group,scheme,n_train_windows,delta,condition_number,threshold,inflation_ratio,fp,n_windows,fp_rate
IMS 1st_test,1st_test,0.5,2003.10.22.12.54.13.txt,RMS + centroid (problem),cond_target,33,0.02,98.99999282683089,2.345736823423759,0.0836648377649525,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.54.13.txt,crest + centroid (counterexample),empirical,33,0.0,6355.231377271361,2.8292328777827596,0.3592800897220422,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.54.13.txt,crest + centroid (counterexample),ledoit_wolf,33,0.1131,16.647324119619622,2.40376798580906,0.08531123369754917,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.54.13.txt,crest + centroid (counterexample),cond_target,33,0.02,97.48161625650563,2.3508339090496184,0.09285017348758136,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + kurtosis (control),empirical,33,0.0,47562.60264945928,2.384172793754264,0.36826996016577396,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + kurtosis (control),ledoit_wolf,33,0.0552,35.21057730206083,1.946866175962108,0.4495382910785612,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + kurtosis (control),cond_target,33,0.02,98.79438375012109,1.9296269846096623,0.44951622813410747,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + centroid (problem),empirical,33,0.0,1268955305.8988633,2.440047603241409,0.5057936318668691,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + centroid (problem),ledoit_wolf,33,0.1218,15.422634120257552,2.4400054274493472,0.5060961331392391,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,RMS + centroid (problem),cond_target,33,0.02,98.99999227711237,2.3764630436782173,0.5060961335389575,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,crest + centroid (counterexample),empirical,33,0.0,6348.659523684005,2.5741181037189915,0.9201132253875873,1,3,0.3333333333333333
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,crest + centroid (counterexample),ledoit_wolf,33,0.1218,15.377521598733678,2.440487719719755,0.5089518404228389,0,3,0.0
IMS 1st_test,1st_test,0.5,2003.10.22.12.59.13.txt,crest + centroid (counterexample),cond_target,33,0.02,97.48006862583203,2.3791635554004458,0.5242053653178791,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + kurtosis (control),empirical,15,0.0,66295.35389760946,2.5423612823596367,1.0105031787915597,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + kurtosis (control),ledoit_wolf,15,0.5196,2.849012503154825,2.9543391839327326,0.09295998114222168,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + kurtosis (control),cond_target,15,0.02,98.85239708763318,2.554575030795717,0.10054096084385661,0,3,0.0
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + centroid (problem),empirical,15,0.0,257774506.3490847,2.3782054049411827,1.4092039729413115,2,3,0.6666666666666666
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + centroid (problem),ledoit_wolf,15,0.2532,6.900099810268674,2.404103829965569,0.9423351536363412,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,RMS + centroid (problem),cond_target,15,0.02,98.99996198229074,2.2581200657205756,0.9423353881176876,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,crest + centroid (counterexample),empirical,15,0.0,748.6949003076041,2.6316397204364885,0.947433178095378,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,crest + centroid (counterexample),ledoit_wolf,15,0.2542,6.806826537711516,2.4085684574080726,0.942195100796484,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.32.39.txt,crest + centroid (counterexample),cond_target,15,0.02,87.43923680979583,2.3088040713775424,0.9420292420932548,1,3,0.3333333333333333
IMS 2nd_test,2nd_test,0.5,2004.02.12.10.42.39.txt,RMS + kurtosis (control),empirical,15,0.0,41907.698797071236,2.543034969461294,0.48826290725800947,0,3,0.0
