cfg,val_fp,val_pct_mean,test_fp,test_pct_mean,test_pct_max,test_pct_q90,n_tied_at_min,seconds,design,method,replicate,fit_files,val_files,test_files,test_windows
"(200, 0.5)",0.0,0.5092322643343051,0.0,0.641399416909621,0.9795918367346939,0.9204081632653062,5,1.0608749000002717,A,forest,76,7,3,2,14
"(200, 0.5)",0.0,0.5121477162293488,0.0,0.6166180758017493,0.9387755102040817,0.8571428571428571,6,1.0872519999998076,A,forest,77,7,3,2,14
"(200, 0.5)",0.0,0.5607385811467444,0.07142857142857142,0.6618075801749271,0.9795918367346939,0.9591836734693877,6,1.0863296000002265,A,forest,78,7,3,2,14
"(200, 0.8)",0.0,0.6044703595724004,0.0,0.6705539358600584,0.9591836734693877,0.9265306122448981,5,1.082118100000116,A,forest,79,7,3,2,14
"(200, 0.5)",0.0,0.4625850340136055,0.07142857142857142,0.6268221574344023,0.9795918367346939,0.9591836734693877,6,1.0499525000000176,A,forest,80,7,3,2,14
"(200, 0.5)",0.0,0.41593780369290567,0.0,0.6122448979591838,0.9795918367346939,0.9142857142857144,6,1.0550696000000244,A,forest,81,7,3,2,14
"(200, 0.5)",0.0,0.45869776482021374,0.07142857142857142,0.6137026239067056,1.0,0.9183673469387755,6,1.0634138000000348,A,forest,82,7,3,2,14
"(200, 0.5)",0.0,0.5792031098153547,0.0,0.6486880466472303,0.9591836734693877,0.9346938775510204,6,1.0227890000001025,A,forest,83,7,3,2,14
"(200, 0.5)",0.0,0.5490767735665695,0.07142857142857142,0.6443148688046646,0.9795918367346939,0.9530612244897959,5,1.0268902999996499,A,forest,84,7,3,2,14
"(200, 0.5)",0.0,0.6443148688046647,0.0,0.6793002915451894,0.9795918367346939,0.9591836734693877,3,1.026733400000012,A,forest,85,7,3,2,14
"(200, 0.5)",0.0,0.576287657920311,0.07142857142857142,0.6690962099125363,1.0,0.9326530612244899,4,1.0721149999999398,A,forest,86,7,3,2,14
"(200, 0.5)",0.0,0.5247813411078717,0.0,0.6034985422740524,0.9591836734693877,0.9,6,1.0350666999997884,A,forest,87,7,3,2,14
"(100, 0.8)",0.047619047619047616,0.6384839650145773,0.0,0.6822157434402333,0.9795918367346939,0.9591836734693877,2,1.0296355000000403,A,forest,88,7,3,2,14
"(200, 0.5)",0.0,0.5782312925170068,0.0,0.6341107871720117,0.9795918367346939,0.8571428571428571,6,1.1107011000003695,A,forest,89,7,3,2,14
"(200, 0.5)",0.0,0.36637512147716234,0.07142857142857142,0.5991253644314869,0.9795918367346939,0.8918367346938776,6,1.0574725000001308,A,forest,90,7,3,2,14
"(200, 0.5)",0.0,0.499514091350826,0.07142857142857142,0.6472303206997084,0.9795918367346939,0.9326530612244899,6,1.0840330000000904,A,forest,91,7,3,2,14
"(200, 0.5)",0.0,0.4742468415937802,0.0,0.6311953352769679,0.9795918367346939,0.9061224489795919,6,1.0581739999997808,A,forest,92,7,3,2,14
"(200, 0.5)",0.0,0.3858114674441206,0.07142857142857142,0.6064139941690962,0.9795918367346939,0.9183673469387755,6,1.0844934000001558,A,forest,93,7,3,2,14
"(200, 0.5)",0.0,0.5374149659863945,0.0,0.6603498542274052,0.9795918367346939,0.8775510204081632,6,1.0176159000002372,A,forest,94,7,3,2,14
"(200, 0.5)",0.0,0.46744412050534506,0.07142857142857142,0.6180758017492712,0.9795918367346939,0.9,6,1.0254789999999048,A,forest,95,7,3,2,14
"(200, 0.5)",0.09523809523809523,0.6783284742468416,0.07142857142857142,0.7011661807580174,1.0,0.9795918367346939,5,1.045702099999744,A,forest,96,7,3,2,14
"(200, 0.5)",0.0,0.44800777453838675,0.07142857142857142,0.6195335276967929,1.0,0.9326530612244899,6,1.0581318999998075,A,forest,97,7,3,2,14
