n_train,n_train_actual,repeat,threshold,test_fp,test_pct_mean,variant
20,20,47,0.5478788221013524,0.21428571428571427,0.5857142857142856,V1_window
20,20,48,0.6137260117816937,0.0,0.6714285714285715,V1_window
20,20,49,0.621653107990927,0.0,0.7428571428571429,V1_window
20,20,50,0.6074788838115011,0.0,0.7071428571428571,V1_window
20,20,51,0.6205907628748113,0.0,0.6928571428571431,V1_window
20,20,52,0.5806042267454582,0.0,0.6285714285714287,V1_window
20,20,53,0.5699409379822535,0.14285714285714285,0.6678571428571428,V1_window
20,20,54,0.5726018801792429,0.07142857142857142,0.725,V1_window
20,20,55,0.5726797584447456,0.0,0.65,V1_window
20,20,56,0.5752364713416626,0.14285714285714285,0.6392857142857142,V1_window
20,20,57,0.5971612657064845,0.0,0.7214285714285714,V1_window
20,20,58,0.5890355667601663,0.0,0.6464285714285715,V1_window
20,20,59,0.5863837048275404,0.0,0.6642857142857143,V1_window
20,20,60,0.5941919965919443,0.0,0.6428571428571429,V1_window
20,20,61,0.595252769812446,0.07142857142857142,0.7214285714285714,V1_window
20,20,62,0.5695813551874884,0.07142857142857142,0.5928571428571429,V1_window
20,20,63,0.5770352109097269,0.0,0.7142857142857143,V1_window
20,20,64,0.5726617608878334,0.07142857142857142,0.6178571428571429,V1_window
20,20,65,0.5611570343806779,0.14285714285714285,0.6285714285714287,V1_window
20,20,66,0.6227744403321333,0.0,0.7500000000000001,V1_window
20,20,67,0.5739326003830433,0.0,0.5535714285714286,V1_window
20,20,68,0.5801453677939632,0.07142857142857142,0.5928571428571427,V1_window
20,20,69,0.593779071716584,0.0,0.7107142857142857,V1_window
20,20,70,0.5865007281397516,0.0,0.7178571428571429,V1_window
20,20,71,0.5990362099601325,0.07142857142857142,0.6928571428571428,V1_window
20,20,72,0.5699691419084443,0.0,0.5892857142857143,V1_window
20,20,73,0.5966520923892662,0.0,0.7071428571428572,V1_window
20,20,74,0.5934525674221753,0.0,0.6607142857142857,V1_window
20,20,75,0.5684658100458414,0.07142857142857142,0.6678571428571428,V1_window
20,20,76,0.5812478301958688,0.21428571428571427,0.7107142857142856,V1_window
20,20,77,0.5967249126401204,0.0,0.7428571428571428,V1_window
20,20,78,0.58861536574568,0.0,0.6321428571428571,V1_window
20,20,79,0.5954718833485596,0.0,0.6535714285714286,V1_window
20,20,80,0.584989535092744,0.0,0.6607142857142857,V1_window
20,20,81,0.5627619624127047,0.21428571428571427,0.6285714285714287,V1_window
20,20,82,0.580178068309307,0.0,0.5785714285714285,V1_window
20,20,83,0.5731735393507832,0.0,0.6142857142857142,V1_window
20,20,84,0.5930514722072338,0.07142857142857142,0.6714285714285714,V1_window
20,20,85,0.5735154752111662,0.0,0.6107142857142858,V1_window
20,20,86,0.5729631137984512,0.0,0.6321428571428571,V1_window
20,20,87,0.5917613223288233,0.0,0.7214285714285714,V1_window
20,20,88,0.5726399677553392,0.07142857142857142,0.6035714285714285,V1_window
20,20,89,0.5767211850253589,0.0,0.625,V1_window
20,20,90,0.5736411295635802,0.0,0.6642857142857144,V1_window
20,20,91,0.5759072096100155,0.0,0.6214285714285713,V1_window
20,20,92,0.6223929685879882,0.0,0.7214285714285714,V1_window
20,20,93,0.5632827135353611,0.0,0.5714285714285714,V1_window
20,20,94,0.5933503272950671,0.0,0.6214285714285713,V1_window
