arm,held_out,n_train,k_bearings,test_fp,dataset,rule
S3_units,Bearing2_3,16,16,0.15,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.25,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.06666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.31666666666666665,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.43333333333333335,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.18333333333333332,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.06666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.1,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.35,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.48333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.21666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.3,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.08333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.2,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.21666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.2,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.75,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.13333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.23333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.2833333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_3,16,16,0.18333333333333332,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.13333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.23333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.45,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.5333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.4,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.16666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.8,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.36666666666666664,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.06666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.11666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.21666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,20,1,0.38333333333333336,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_4,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.6,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.5333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.5333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.13333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.8166666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.23333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.36666666666666664,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.2833333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.45,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.3,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.5,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.31666666666666665,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.25,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.45,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.25,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.4,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.48333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.4666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_5,16,16,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.8333333333333334,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.13333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.05,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.03333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.13333333333333333,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.35,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.31666666666666665,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.11666666666666667,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.016666666666666666,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_6,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.5652173913043478,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.17391304347826086,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.13043478260869565,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.34782608695652173,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.30434782608695654,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.21739130434782608,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.4782608695652174,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.08695652173913043,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.30434782608695654,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.34782608695652173,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.34782608695652173,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.043478260869565216,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.043478260869565216,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.6086956521739131,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.13043478260869565,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.043478260869565216,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,20,1,0.30434782608695654,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing2_7,16,16,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.6470588235294118,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.49019607843137253,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0392156862745098,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.49019607843137253,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.058823529411764705,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.13725490196078433,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.9803921568627451,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.2549019607843137,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.5098039215686274,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.5882352941176471,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.4117647058823529,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.803921568627451,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0392156862745098,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.29411764705882354,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.47058823529411764,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0196078431372549,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.45098039215686275,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.6274509803921569,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.43137254901960786,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0196078431372549,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0392156862745098,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,20,1,0.0,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,16,16,0.0196078431372549,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,16,16,0.09803921568627451,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,16,16,0.0784313725490196,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,16,16,0.0392156862745098,PRONOSTIA,"(0.1, 20, 60)"
S3_units,Bearing3_1,16,16,0.09803921568627451,PRONOSTIA,"(0.1, 20, 60)"
