dataset,condition,held_out,k_bearings,n_train,test_fp
PRONOSTIA,C1,Bearing1_7,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,2,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.1
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_7,2,20,0.3333333333333333
PRONOSTIA,C1,Bearing1_7,2,20,0.1
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,2,20,0.08333333333333333
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.05
PRONOSTIA,C1,Bearing1_7,2,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_7,2,20,0.0
PRONOSTIA,C1,Bearing1_7,2,20,0.15
PRONOSTIA,C1,Bearing1_7,2,20,0.06666666666666667
PRONOSTIA,C1,Bearing1_7,2,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.1
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.18333333333333332
PRONOSTIA,C1,Bearing1_7,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.16666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.05
PRONOSTIA,C1,Bearing1_7,3,18,0.2833333333333333
PRONOSTIA,C1,Bearing1_7,3,18,0.15
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_7,3,18,0.11666666666666667
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.05
PRONOSTIA,C1,Bearing1_7,3,18,0.06666666666666667
PRONOSTIA,C1,Bearing1_7,3,18,0.05
PRONOSTIA,C1,Bearing1_7,3,18,0.08333333333333333
PRONOSTIA,C1,Bearing1_7,3,18,0.0
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,3,18,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.11666666666666667
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.18333333333333332
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.16666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.15
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.03333333333333333
PRONOSTIA,C1,Bearing1_7,4,20,0.016666666666666666
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C1,Bearing1_7,4,20,0.0
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.08333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.08333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.4666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.15
PRONOSTIA,C2,Bearing2_1,1,20,0.15
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.3333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.1
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.5166666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.43333333333333335
PRONOSTIA,C2,Bearing2_1,1,20,0.15
PRONOSTIA,C2,Bearing2_1,1,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.3
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.15
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.15
PRONOSTIA,C2,Bearing2_1,1,20,0.48333333333333334
PRONOSTIA,C2,Bearing2_1,1,20,0.25
PRONOSTIA,C2,Bearing2_1,1,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_1,1,20,0.36666666666666664
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.2
PRONOSTIA,C2,Bearing2_1,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,1,20,0.25
PRONOSTIA,C2,Bearing2_1,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,1,20,0.0
PRONOSTIA,C2,Bearing2_1,1,20,0.05
PRONOSTIA,C2,Bearing2_1,1,20,0.6333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.3
PRONOSTIA,C2,Bearing2_1,2,20,0.08333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.15
PRONOSTIA,C2,Bearing2_1,2,20,0.05
PRONOSTIA,C2,Bearing2_1,2,20,0.08333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.15
PRONOSTIA,C2,Bearing2_1,2,20,0.15
PRONOSTIA,C2,Bearing2_1,2,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.0
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.85
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.15
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_1,2,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.05
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.05
PRONOSTIA,C2,Bearing2_1,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,2,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.1
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.08333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.0
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.0
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.0
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.15
PRONOSTIA,C2,Bearing2_1,3,18,0.1
PRONOSTIA,C2,Bearing2_1,3,18,0.15
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,3,18,0.4
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.16666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.4
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.0
PRONOSTIA,C2,Bearing2_1,3,18,0.05
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.1
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.0
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.0
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.25
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,4,20,0.18333333333333332
PRONOSTIA,C2,Bearing2_1,4,20,0.1
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,4,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_1,4,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.05
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_1,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.43333333333333335
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.2
PRONOSTIA,C2,Bearing2_2,1,20,0.5
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.4666666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.45
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.36666666666666664
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.4166666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.5
PRONOSTIA,C2,Bearing2_2,1,20,0.45
PRONOSTIA,C2,Bearing2_2,1,20,0.75
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.45
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.05
PRONOSTIA,C2,Bearing2_2,1,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_2,1,20,0.05
PRONOSTIA,C2,Bearing2_2,1,20,0.5
PRONOSTIA,C2,Bearing2_2,1,20,0.31666666666666665
PRONOSTIA,C2,Bearing2_2,1,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.36666666666666664
PRONOSTIA,C2,Bearing2_2,1,20,0.05
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_2,1,20,0.65
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.3
PRONOSTIA,C2,Bearing2_2,1,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_2,1,20,0.0
PRONOSTIA,C2,Bearing2_2,1,20,0.1
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.21666666666666667
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.05
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.4
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,2,20,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.18333333333333332
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.15
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_2,3,18,0.11666666666666667
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
PRONOSTIA,C2,Bearing2_2,3,18,0.0
