dataset,condition,held_out,detector,k_bearings,n_train,test_fp
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.5166666666666667
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.75
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.4166666666666667
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.7333333333333333
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,1.0
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,1.0
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,1.0
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,1.0
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.8166666666666667
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,1.0
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,1.0
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.8833333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.75
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.5833333333333334
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,1.0
PRONOSTIA,C2,Bearing2_5,A_rms_3sigma,4,20,1.0
PRONOSTIA,C2,Bearing2_5,B_mahalanobis,4,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.8
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.5833333333333334
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.16666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.8666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9166666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.15
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9166666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.5833333333333334
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,1,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,1,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.05
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.2
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.85
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.8166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.11666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.5666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.13333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.5
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.05
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9166666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.7333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.8166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.8833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.4166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.9166666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.85
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.8666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.95
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.8
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.2
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.08333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.26666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.6666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,2,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,2,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.18333333333333332
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.38333333333333336
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.5333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.15
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.3
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.85
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.48333333333333334
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.08333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.15
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.8833333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.5666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.9333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.18333333333333332
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.8166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.21666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.1
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.9666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.16666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.13333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.48333333333333334
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.6166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.05
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,0.8333333333333334
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,3,18,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,3,18,1.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.1
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.6166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.016666666666666666
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.7333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.8166666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.03333333333333333
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.06666666666666667
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.0
PRONOSTIA,C2,Bearing2_6,A_rms_3sigma,4,20,0.0
PRONOSTIA,C2,Bearing2_6,B_mahalanobis,4,20,0.016666666666666666
